Date,Close,predictions
2020-12-16,21310.59766,18097.072
2020-12-17,22805.16211,18464.098
2020-12-18,23137.96094,19102.291
2020-12-19,23869.83203,19925.344
2020-12-20,23477.29492,20839.53
2020-12-21,22803.08203,21668.246
2020-12-22,23783.0293,22244.754
2020-12-23,23241.3457,22620.4
2020-12-24,23735.94922,22782.785
2020-12-25,24664.79102,22816.312
2020-12-26,26437.03711,22857.844
2020-12-27,26272.29492,23093.41
2020-12-28,27084.80859,23483.04
2020-12-29,27362.4375,24004.389
2020-12-30,28840.95313,24585.379
2020-12-31,29001.7207,25261.525
2021-01-01,29374.15234,25962.418
2021-01-02,32127.26758,26625.39
2021-01-03,32782.02344,27423.088
2021-01-04,31971.91406,28341.348
2021-01-05,33992.42969,29175.588
2021-01-06,36824.36328,29991.338
2021-01-07,39371.04297,30981.865
2021-01-08,40797.60938,32276.47
2021-01-09,40254.54688,33813.207
2021-01-10,38356.44141,35286.42
2021-01-11,35566.65625,36299.043
2021-01-12,33922.96094,36521.215
2021-01-13,37316.35938,35936.52
2021-01-14,39187.32813,35160.223
2021-01-15,36825.36719,34659.555
2021-01-16,36178.14063,34314.297
2021-01-17,35791.27734,34032.83
2021-01-18,36630.07422,33768.28
2021-01-19,36069.80469,33612.605
2021-01-20,35547.75,33526.824
2021-01-21,30825.69922,33448.75
2021-01-22,33005.76172,32942.594
2021-01-23,32067.64258,32284.037
2021-01-24,32289.37891,31572.004
2021-01-25,32366.39258,30950.37
2021-01-26,32569.84961,30504.986
2021-01-27,30432.54688,30274.158
2021-01-28,33466.09766,30037.729
2021-01-29,34316.38672,30039.615
2021-01-30,34269.52344,30348.857
2021-01-31,33114.35938,30859.65
2021-02-01,33537.17578,31325.52
2021-02-02,35510.28906,31682.4
2021-02-03,37472.08984,32084.262
2021-02-04,36926.06641,32692.355
2021-02-05,38144.30859,33370.824
2021-02-06,39266.01172,34101.285
2021-02-07,38903.44141,34882.37
2021-02-08,46196.46484,35576.33
2021-02-09,46481.10547,36775.758
2021-02-10,44918.18359,38362.695
2021-02-11,47909.33203,39867.332
2021-02-12,47504.85156,41308.01
2021-02-13,47105.51563,42495.91
2021-02-14,48717.28906,43291.445
2021-02-15,47945.05859,43844.05
2021-02-16,49199.87109,44124.203
2021-02-17,52149.00781,44300.688
2021-02-18,51679.79688,44704.418
2021-02-19,55888.13281,45249.004
2021-02-20,56099.51953,46217.285
2021-02-21,57539.94531,47441.82
2021-02-22,54207.32031,48803.184
2021-02-23,48824.42578,49745.35
2021-02-24,49705.33203,49658.87
2021-02-25,47093.85156,48840.246
2021-02-26,46339.76172,47428.004
2021-02-27,46188.45313,45744.203
2021-02-28,45137.76953,44129.977
2021-03-01,49631.24219,42732.98
2021-03-02,48378.98828,42114.83
2021-03-03,50538.24219,42120.64
2021-03-04,48561.16797,42741.992
2021-03-05,48927.30469,43525.71
2021-03-06,48912.38281,44266.867
2021-03-07,51206.69141,44841.945
2021-03-08,52246.52344,45428.6
2021-03-09,54824.11719,46092.523
2021-03-10,56008.55078,46994.58
2021-03-11,57805.12109,48097.45
2021-03-12,57332.08984,49366.61
2021-03-13,61243.08594,50534.36
2021-03-14,59302.31641,51807.63
2021-03-15,55907.19922,52839.746
2021-03-16,56804.90234,53184.348
2021-03-17,58870.89453,53013.324
2021-03-18,57858.92188,52740.27
2021-03-19,58346.65234,52419.242
2021-03-20,58313.64453,52170.902
2021-03-21,57523.42188,52024.004
2021-03-22,54529.14453,51896.395
2021-03-23,54738.94531,51494.64
2021-03-24,52774.26563,50920.297
2021-03-25,51704.16016,50129.07
2021-03-26,55137.3125,49181.297
2021-03-27,55973.51172,48587.9
2021-03-28,55950.74609,48499.95
2021-03-29,57750.19922,48809.32
2021-03-30,58917.69141,49507.67
2021-03-31,58918.83203,50495.41
2021-04-01,59095.80859,51537.812
2021-04-02,59384.3125,52456.18
2021-04-03,57603.89063,53164.824
2021-04-04,58758.55469,53450.918
2021-04-05,59057.87891,53484.3
2021-04-06,58192.35938,53399.816
2021-04-07,56048.9375,53189.734
2021-04-08,58323.95313,52711.543
2021-04-09,58245.00391,52300.61
2021-04-10,59793.23438,52040.652
2021-04-11,60204.96484,52088.047
2021-04-12,59893.45313,52410.418
2021-04-13,63503.45703,52845.223
2021-04-14,63109.69531,53620.926
2021-04-15,63314.01172,54533.594
2021-04-16,61572.78906,55408.61
2021-04-17,60683.82031,55941.65
2021-04-18,56216.18359,56031.74
2021-04-19,55724.26563,55356.73
2021-04-20,56473.03125,54141.473
2021-04-21,53906.08984,52820.6
2021-04-22,51762.27344,51430.855
2021-04-23,51093.65234,49971.93
2021-04-24,50050.86719,48577.727
2021-04-25,49004.25391,47322.945
2021-04-26,54021.75391,46233.23
2021-04-27,55033.11719,45877.64
2021-04-28,54824.70313,46292.625
2021-04-29,53555.10938,47185.98
2021-04-30,57750.17578,48113.445
2021-05-01,57828.05078,49257.855
2021-05-02,56631.07813,50447.695
2021-05-03,57200.29297,51372.434
2021-05-04,53333.53906,51989.594
2021-05-05,57424.00781,51931.28
2021-05-06,56396.51563,51739.883
2021-05-07,57356.40234,51479.95
2021-05-08,58803.77734,51316.555
2021-05-09,58232.31641,51408.156
2021-05-10,55859.79688,51636.63
2021-05-11,56704.57422,51676.24
2021-05-12,49150.53516,51596.473
2021-05-13,49716.19141,50725.945
2021-05-14,49880.53516,49347.273
2021-05-15,46760.1875,47850.113
2021-05-16,46456.05859,46239.652
2021-05-17,43537.51172,44721.555
2021-05-18,42909.40234,43212.15
2021-05-19,37002.44141,41810.6
2021-05-20,40782.73828,40112.63
2021-05-21,37304.69141,38666.49
2021-05-22,37536.63281,37356.43
2021-05-23,34770.58203,36292.355
2021-05-24,38705.98047,35287.57
2021-05-25,38402.22266,34754.082
2021-05-26,39294.19922,34680.05
2021-05-27,38436.96875,35020.957
2021-05-28,35697.60547,35521.18
2021-05-29,34616.06641,35756.21
2021-05-30,35678.12891,35569.375
