Date,Close,predictions
2021-05-31,37332.85547,35158.723
2021-06-01,36684.92578,34830.92
2021-06-02,37575.17969,34609.65
2021-06-03,39208.76563,34571.6
2021-06-04,36894.40625,34828.637
2021-06-05,35551.95703,35072.27
2021-06-06,35862.37891,35075.633
2021-06-07,33560.70703,34875.383
2021-06-08,33472.63281,34347.25
2021-06-09,37345.12109,33607.055
2021-06-10,36702.59766,33176.78
2021-06-11,37334.39844,33082.438
2021-06-12,35552.51563,33303.285
2021-06-13,39097.85938,33550.055
2021-06-14,40218.47656,34040.402
2021-06-15,40406.26953,34803.15
2021-06-16,38347.0625,35700.75
2021-06-17,38053.50391,36367.355
2021-06-18,35787.24609,36679.824
2021-06-19,35615.87109,36466.746
2021-06-20,35698.29688,35852.754
2021-06-21,31676.69336,35061.297
2021-06-22,32505.66016,33919.38
2021-06-23,33723.02734,32689.152
2021-06-24,34662.4375,31699.758
2021-06-25,31637.7793,31156.71
2021-06-26,32186.27734,30768.781
2021-06-27,34649.64453,30509.154
2021-06-28,34434.33594,30582.201
2021-06-29,35867.77734,30918.906
2021-06-30,35040.83594,31523.412
2021-07-01,33572.11719,32177.611
2021-07-02,33897.04688,32606.57
2021-07-03,34668.54688,32788.3
2021-07-04,35287.78125,32838.473
2021-07-05,33746.00391,32875.66
2021-07-06,34235.19531,32788.098
2021-07-07,33855.32813,32636.812
2021-07-08,32877.37109,32433.256
2021-07-09,33798.01172,32127.072
2021-07-10,33520.51953,31850.53
2021-07-11,34240.1875,31630.951
2021-07-12,33155.84766,31548.172
2021-07-13,32702.02539,31492.281
2021-07-14,32822.34766,31392.758
2021-07-15,31780.73047,31265.006
2021-07-16,31421.53906,31040.713
2021-07-17,31533.06836,30723.312
2021-07-18,31796.81055,30384.605
2021-07-19,30817.83203,30109.375
2021-07-20,29807.34766,29842.658
2021-07-21,32110.69336,29505.525
2021-07-22,32313.10547,29339.22
2021-07-23,33581.55078,29392.033
2021-07-24,34292.44531,29724.176
2021-07-25,35350.1875,30298.91
2021-07-26,37337.53516,31070.51
2021-07-27,39406.94141,32067.14
2021-07-28,39995.90625,33311.246
2021-07-29,40008.42188,34652.88
2021-07-30,42235.54688,35876.66
2021-07-31,41626.19531,37032.445
2021-08-01,39974.89453,37962.824
2021-08-02,39201.94531,38439.227
2021-08-03,38152.98047,38416.938
2021-08-04,39747.50391,37938.87
2021-08-05,40869.55469,37354.207
2021-08-06,42816.5,36947.902
2021-08-07,44555.80078,36965.863
2021-08-08,43798.11719,37504.33
2021-08-09,46365.40234,38301.42
2021-08-10,45585.03125,39370.402
2021-08-11,45593.63672,40434.88
2021-08-12,44428.28906,41314.7
2021-08-13,47793.32031,41814.242
2021-08-14,47096.94531,42269.438
2021-08-15,47047.00391,42652.37
2021-08-16,46004.48438,42937.17
2021-08-17,44695.35938,43016.43
2021-08-18,44801.1875,42796.89
2021-08-19,46717.57813,42385.36
2021-08-20,49339.17578,42094.312
2021-08-21,48905.49219,42243.293
2021-08-22,49321.65234,42716.7
2021-08-23,49546.14844,43378.06
2021-08-24,47706.11719,44081.227
2021-08-25,48960.78906,44522.457
2021-08-26,46942.21875,44785.617
2021-08-27,49058.66797,44720.086
2021-08-28,48902.40234,44609.5
2021-08-29,48829.83203,44527.383
2021-08-30,47054.98438,44489.13
2021-08-31,47166.6875,44320.78
2021-09-01,48847.02734,44055.45
2021-09-02,49327.72266,43919.715
2021-09-03,50025.375,43987.14
2021-09-04,49944.625,44274.38
2021-09-05,51753.41016,44676.715
2021-09-06,52633.53516,45261.625
2021-09-07,46811.12891,46000.656
2021-09-08,46091.39063,46195.1
2021-09-09,46391.42188,45775.395
2021-09-10,44883.91016,44987.5
2021-09-11,45201.45703,43949.43
2021-09-12,46063.26953,42919.91
2021-09-13,44963.07422,42154.973
2021-09-14,47092.49219,41617.63
2021-09-15,48176.34766,41496.61
2021-09-16,47783.35938,41823.38
2021-09-17,47267.51953,42395.63
2021-09-18,48278.36328,42977.027
2021-09-19,47260.21875,43537.91
2021-09-20,42843.80078,43913.13
2021-09-21,40693.67578,43661.246
2021-09-22,43574.50781,42704.566
2021-09-23,44895.09766,41617.996
2021-09-24,42839.75,40816.87
2021-09-25,42716.59375,40213.098
2021-09-26,43208.53906,39786.066
2021-09-27,42235.73047,39567.367
2021-09-28,41034.54297,39432.926
2021-09-29,41564.36328,39231.484
